date,time,mem,vmem
2018-05-31,23:22:45,80.4021,15.9692
2018-05-31,23:22:47,80.3970,15.9692
2018-05-31,23:22:49,80.4014,15.9692
2018-05-31,23:22:51,80.4020,15.9692
2018-05-31,23:22:53,80.4079,15.9692
2018-05-31,23:22:55,80.3920,15.9505
2018-05-31,23:22:57,80.3971,15.9505
2018-05-31,23:23:00,80.3952,15.9505
2018-05-31,23:23:02,80.3992,15.9505
2018-05-31,23:23:04,80.3994,15.9692
2018-05-31,23:23:06,80.4224,16.0818
2018-05-31,23:23:08,80.4125,15.9880
2018-05-31,23:23:10,80.4087,16.0068
2018-05-31,23:23:12,80.4087,16.0068
2018-05-31,23:23:14,80.4130,15.9317
2018-05-31,23:23:16,80.4010,15.9880
2018-05-31,23:23:18,80.3959,15.9880
2018-05-31,23:23:20,80.3886,15.9692
2018-05-31,23:23:22,80.4064,16.0068
2018-05-31,23:23:24,80.4036,15.9692
2018-05-31,23:23:26,80.3978,16.0083
2018-05-31,23:23:28,80.3998,16.0083
2018-05-31,23:23:30,80.4054,16.0833
2018-05-31,23:23:32,80.4076,15.9895
2018-05-31,23:23:35,80.3963,15.9895
2018-05-31,23:23:37,80.3969,15.9895
2018-05-31,23:23:39,80.3984,15.9895
2018-05-31,23:23:41,80.4065,16.0270
2018-05-31,23:23:43,80.4090,15.9895
2018-05-31,23:23:45,80.4067,15.9895
2018-05-31,23:23:47,80.4141,16.0083
2018-05-31,23:23:49,80.4068,16.0458
2018-05-31,23:23:51,80.3990,16.0083
2018-05-31,23:23:53,80.4002,16.0083
2018-05-31,23:23:55,80.3936,16.0270
2018-05-31,23:23:57,80.4062,16.0270
2018-05-31,23:23:59,80.4137,16.0270
2018-05-31,23:24:01,80.4079,16.0270
2018-05-31,23:24:03,80.4064,16.0270
2018-05-31,23:24:05,80.4133,15.8957
2018-05-31,23:24:07,80.4046,16.0083
2018-05-31,23:24:10,80.4064,16.0270
2018-05-31,23:24:12,80.4053,16.0270
2018-05-31,23:24:14,80.3993,16.0270
2018-05-31,23:24:16,80.4036,16.0646
2018-05-31,23:24:18,80.4038,16.0270
2018-05-31,23:24:20,80.3991,16.0458
2018-05-31,23:24:22,80.3987,16.0458
2018-05-31,23:24:24,80.4108,16.1209
2018-05-31,23:24:26,80.4115,16.0270
2018-05-31,23:24:28,80.4089,16.0270
2018-05-31,23:24:30,80.4047,16.0270
2018-05-31,23:24:32,80.4102,16.0270
2018-05-31,23:24:34,80.4042,16.0458
2018-05-31,23:24:36,80.4095,16.0270
2018-05-31,23:24:38,80.4042,16.0270
2018-05-31,23:24:40,80.4002,16.0270
2018-05-31,23:24:42,80.4079,16.0270
2018-05-31,23:24:45,80.4102,16.0270
2018-05-31,23:24:47,80.4060,16.0270
2018-05-31,23:24:49,80.4120,16.0458
2018-05-31,23:24:51,80.4095,16.1021
2018-05-31,23:24:53,80.4065,16.0458
2018-05-31,23:24:55,80.3994,15.9895
2018-05-31,23:24:57,80.3994,16.0083
2018-05-31,23:24:59,80.4045,15.9520
2018-05-31,23:25:01,80.4116,15.9895
2018-05-31,23:25:03,80.4040,15.9895
2018-05-31,23:25:05,80.3982,15.9895
2018-05-31,23:25:07,80.4055,16.0646
2018-05-31,23:25:09,80.4113,15.9895
2018-05-31,23:25:11,80.4125,15.9895
2018-05-31,23:25:13,80.4062,15.9895
2018-05-31,23:25:15,80.4079,16.0270
2018-05-31,23:25:17,80.4019,15.9895
2018-05-31,23:25:20,80.4101,15.9895
2018-05-31,23:25:22,80.4014,15.9707
2018-05-31,23:25:24,80.4081,15.9895
2018-05-31,23:25:26,80.4073,16.0083
2018-05-31,23:25:28,80.4050,15.9587
2018-05-31,23:25:30,80.4091,15.9587
2018-05-31,23:25:32,80.4097,15.9587
2018-05-31,23:25:34,80.4092,15.9775
2018-05-31,23:25:36,80.4160,15.9587
2018-05-31,23:25:38,80.4073,15.9775
2018-05-31,23:25:40,80.4052,16.3901
2018-05-31,23:25:42,70.4392,15.2649
2018-05-31,23:25:44,70.4506,14.6869
2018-05-31,23:25:46,68.4563,14.8544
2018-05-31,23:25:48,45.9506,11.4072
2018-05-31,23:25:50,44.1355,10.3305
2018-05-31,23:25:52,44.1826,10.4661
2018-05-31,23:25:55,44.1768,10.3906
2018-05-31,23:25:57,44.1786,10.3916
2018-05-31,23:25:59,44.1796,10.4589
2018-05-31,23:26:01,44.1846,10.4201
2018-05-31,23:26:03,33.3732,8.6585
2018-05-31,23:26:05,15.3817,6.7473
2018-05-31,23:26:07,13.9024,6.8103
2018-05-31,23:26:09,5.7210,5.0789
2018-05-31,23:26:11,5.6866,4.8623
